problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,0,-0.2533036504,0.9970794765,-0.0400000000,17.31,68.40,674930
hubbard_hts_core,100,-0.1799317675,0.9475326425,-0.1000000000,17.31,68.40,52415670
hubbard_hts_core,200,-0.1612149793,0.9485787893,0.1200000000,17.31,68.40,102968909
hubbard_hts_core,300,-0.1793343090,0.9480200371,-0.1000000000,17.31,68.40,153549669
hubbard_hts_core,400,-0.1532804754,0.9482024278,0.0800000000,17.31,68.40,203815258
hubbard_hts_core,500,-0.1570773556,0.9473439472,0.0400000000,17.31,68.40,254551627
hubbard_hts_core,600,-0.1546975965,0.9471288002,-0.0600000000,17.31,68.40,304980217
hubbard_hts_core,700,-0.1543628333,0.9489865250,-0.0400000000,17.31,68.40,356967176
hubbard_hts_core,800,-0.1472821834,0.9485279388,0.0200000000,17.31,68.40,408949425
hubbard_hts_core,900,-0.1464373223,0.9452983964,-0.0600000000,17.31,68.40,459512495
hubbard_hts_core,1000,-0.1572077562,0.9451158743,0.1000000000,17.31,68.40,510856264
hubbard_hts_core,1100,-0.1487723636,0.9445645335,-0.1200000000,17.31,68.40,561948663
hubbard_hts_core,1200,-0.1595428892,0.9469235237,0.0400000000,17.31,68.40,612284063
hubbard_hts_core,1300,-0.1396320836,0.9454486198,-0.2000000000,17.31,68.40,664864012
hubbard_hts_core,1400,-0.1478499719,0.9452916058,-0.1800000000,17.31,68.40,715953572
hubbard_hts_core,1500,-0.1533189540,0.9462942424,-0.0800000000,17.31,68.40,766684011
hubbard_hts_core,1600,-0.1734705172,0.9452656746,-0.1600000000,17.31,68.40,818622040
hubbard_hts_core,1700,-0.1706282384,0.9449004945,0.0800000000,17.31,68.40,870296670
hubbard_hts_core,1800,-0.1570638025,0.9453718324,0.0400000000,17.31,68.39,923132229
hubbard_hts_core,1900,-0.1557834218,0.9455798965,0.0600000000,17.31,68.39,974144948
hubbard_hts_core,2000,-0.1579933814,0.9447712367,0.0400000000,17.31,68.39,1025621988
hubbard_hts_core,2100,-0.1572781487,0.9462489705,0.0600000000,17.31,68.39,1075744707
hubbard_hts_core,2200,-0.1458497090,0.9455523527,0.1000000000,17.31,68.39,1127740326
hubbard_hts_core,2300,-0.1645829097,0.9460121926,0.1200000000,17.31,68.39,1178420886
hubbard_hts_core,2400,-0.1484226090,0.9462951504,-0.0200000000,17.31,68.39,1230871955
hubbard_hts_core,2500,-0.1356150954,0.9468374782,0.1200000000,17.31,68.39,1281470405
